Country Name,Year,"Life exp. at birth (yrs)","GDP/capita, PPP (2005 $)"
Thailand,2010.0,73.92765854,7672.886945
Thailand,2011.0,74.09119512,7633.010225
Tajikistan,2002.0,64.46990244,1143.793037
Tajikistan,2003.0,64.8474878,1250.332246
Tajikistan,2004.0,65.22953659,1371.097624
Tajikistan,2005.0,65.60785366,1500.281533
Tajikistan,2006.0,65.97368293,1251.451058
Tajikistan,2007.0,66.32378049,1504.781159
Tajikistan,2008.0,66.65597561,1800.762895
Tajikistan,2009.0,66.96768293,1845.624406
Tajikistan,2010.0,67.25990244,1938.372892
Tajikistan,2011.0,67.53573171,2052.475075
Turkmenistan,2002.0,64.1412439,3169.148117
Turkmenistan,2003.0,64.24795122,3672.891908
Turkmenistan,2004.0,64.34692683,4259.849641
Turkmenistan,2005.0,64.43831707,4761.854441
Turkmenistan,2006.0,64.52121951,5245.042024
Turkmenistan,2007.0,64.59831707,5795.170629
Turkmenistan,2008.0,64.67570732,6566.576666
Turkmenistan,2009.0,64.75995122,6881.405623
Turkmenistan,2010.0,64.8635122,7421.609908
Turkmenistan,2011.0,64.99787805,8055.21013
Timor-Leste,2002.0,57.78021951,984.2775846
Timor-Leste,2003.0,58.46553659,939.5877525
Timor-Leste,2004.0,59.08226829,935.738322
Timor-Leste,2005.0,59.63834146,984.7635059
Timor-Leste,2006.0,60.14631707,924.3330558
Timor-Leste,2007.0,60.62365854,1000.621886
Timor-Leste,2008.0,61.08595122,1113.132158
Timor-Leste,2009.0,61.54217073,1218.871841
Timor-Leste,2010.0,61.99985366,1296.418954
Timor-Leste,2011.0,62.46102439,1393.139045
Tonga,2002.0,71.03912195,4107.545474
Tonga,2003.0,71.17980488,4188.542642
Tonga,2004.0,71.32026829,4205.285389
Tonga,2005.0,71.45965854,4138.926656
Tonga,2006.0,71.59909756,4116.930579
Tonga,2007.0,71.73804878,4050.897114
Tonga,2008.0,71.8764878,4133.232466
Tonga,2009.0,72.01387805,4103.387079
Tonga,2010.0,72.15065854,4062.570243
Tonga,2011.0,72.2862439,4091.926532
Trinidad and Tobago,2002.0,68.29021951,15522.46429
Trinidad and Tobago,2003.0,68.33304878,17701.85395
Trinidad and Tobago,2004.0,68.44331707,19033.88914
Trinidad and Tobago,2005.0,68.6135122,20058.23691
Trinidad and Tobago,2006.0,68.82912195,22619.39385
Trinidad and Tobago,2007.0,69.06614634,23611.17488
Trinidad and Tobago,2008.0,69.30514634,24150.88322
Trinidad and Tobago,2009.0,69.53609756,23261.12451
Trinidad and Tobago,2010.0,69.755,23167.77812
Trinidad and Tobago,2011.0,69.96336585,22760.54577
Tunisia,2002.0,73,6335.757182
Tunisia,2003.0,73.05121951,6643.041655
Tunisia,2004.0,73.30243902,6973.277612
Tunisia,2005.0,73.50243902,7182.365625
Tunisia,2006.0,73.9,7514.373814
Tunisia,2007.0,74.20243902,7908.832485
Tunisia,2008.0,74.30243902,8183.299549
Tunisia,2009.0,74.45121951,8347.291687
Tunisia,2010.0,74.6,8508.465925
Turkey,2002.0,70.63914634,9565.587659
Turkey,2003.0,71.16831707,9933.657685
Turkey,2004.0,71.64804878,10718.87495
Turkey,2005.0,72.07785366,11464.73258
Turkey,2006.0,72.46273171,12091.73982
Turkey,2007.0,72.81065854,12488.22926
Turkey,2008.0,73.12963415,12405.50061
Turkey,2009.0,73.42463415,11655.2308
Turkey,2010.0,73.69665854,12564.03914
Turkey,2011.0,73.94417073,13466.33282
Tanzania,2002.0,51.32826829,936.7817566
Tanzania,2003.0,51.93539024,975.3986449
Tanzania,2004.0,52.61160976,1024.08802
Tanzania,2005.0,53.34692683,1070.132597
Tanzania,2006.0,54.12936585,1111.113387
Tanzania,2007.0,54.9425122,1157.504066
Tanzania,2008.0,55.76943902,1208.449628
Tanzania,2009.0,56.58973171,1244.378086
Tanzania,2010.0,57.3874878,1293.081031
Tanzania,2011.0,58.15121951,1334.044998
Uganda,2002.0,47.54312195,830.4616373
Uganda,2003.0,48.3852439,856.1005134
Uganda,2004.0,49.2575122,885.1400325
Uganda,2005.0,50.12392683,911.0814533
Uganda,2006.0,50.95307317,977.0679311
Uganda,2007.0,51.72968293,1025.409665
Uganda,2008.0,52.43997561,1079.160006
Uganda,2009.0,53.07058537,1120.595167
Uganda,2010.0,53.61463415,1149.190567
Uganda,2011.0,54.0742439,1187.650934
Ukraine,2002.0,68.27560976,4332.156404
Ukraine,2003.0,68.21073171,4777.992602
Ukraine,2004.0,68.18536585,5396.917319
Ukraine,2005.0,67.95682927,5583.399175
Ukraine,2006.0,68.07756098,6031.629136
Ukraine,2007.0,68.22219512,6547.084842
Ukraine,2008.0,68.25146341,6734.031492
Ukraine,2009.0,69.19,5762.921606
Ukraine,2010.0,70.27560976,6023.08274
Uruguay,2002.0,74.83634146,8505.409073
Uruguay,2003.0,74.87682927,8586.845145
Uruguay,2004.0,75.21634146,9021.480849
Uruguay,2005.0,75.60926829,9682.791069
Uruguay,2006.0,75.7297561,10053.05935
Uruguay,2007.0,75.85512195,10680.26264
Uruguay,2008.0,75.98073171,11411.8598
Uruguay,2009.0,76.11121951,11649.73327
Uruguay,2010.0,76.23682927,12641.94091
United States,2002.0,76.83658537,39934.95799
United States,2003.0,76.98780488,40603.85346
United States,2004.0,77.33902439,41629.71122
United States,2005.0,77.33902439,42516.39347
United States,2006.0,77.58780488,43228.11115
United States,2007.0,77.83902439,43635.58521
United States,2008.0,77.93902439,43069.58199
United States,2009.0,78.0902439,41187.65533
United States,2010.0,78.24146341,42078.59411
Uzbekistan,2002.0,67.08597561,1725.401457
Uzbekistan,2003.0,67.131,1777.061236
Uzbekistan,2004.0,67.17204878,1891.939962
Uzbekistan,2005.0,67.22258537,2000.965505
Uzbekistan,2006.0,67.29817073,2121.000698
Uzbekistan,2007.0,67.41129268,2289.665487
Uzbekistan,2008.0,67.56697561,2455.999524
Uzbekistan,2009.0,67.76470732,2610.503939
Uzbekistan,2010.0,68.001,2753.560421
St. Vincent and the Grenadines,2002.0,70.60143902,7934.535175
St. Vincent and the Grenadines,2003.0,70.74792683,8162.986083
St. Vincent and the Grenadines,2004.0,70.91670732,8682.782854
St. Vincent and the Grenadines,2005.0,71.10578049,8852.103268
St. Vincent and the Grenadines,2006.0,71.30778049,9681.169928
St. Vincent and the Grenadines,2007.0,71.51546341,9970.323904
St. Vincent and the Grenadines,2008.0,71.72109756,9900.245959
St. Vincent and the Grenadines,2009.0,71.92126829,9664.703102
St. Vincent and the Grenadines,2010.0,72.11253659,9481.779001
St. Vincent and the Grenadines,2011.0,72.29541463,9482.434176
"Venezuela, RB",2002.0,73.62926829,8688.500209
"Venezuela, RB",2003.0,72.78292683,7872.955266
"Venezuela, RB",2004.0,72.97780488,9151.185286
"Venezuela, RB",2005.0,73.17268293,9924.462109
"Venezuela, RB",2006.0,73.36756098,10721.07764
"Venezuela, RB",2007.0,73.56243902,11467.79639
"Venezuela, RB",2008.0,73.75756098,11877.70295
"Venezuela, RB",2009.0,73.94243902,11315.46911
"Venezuela, RB",2010.0,74.12731707,10973.03882
Vietnam,2002.0,72.77709756,1784.3666
Vietnam,2003.0,73.12590244,1893.230705
Vietnam,2004.0,73.43178049,2016.416695
Vietnam,2005.0,73.69973171,2161.272404
Vietnam,2006.0,73.9407561,2313.304489
Vietnam,2007.0,74.16534146,2481.873381
Vietnam,2008.0,74.38546341,2610.56269
Vietnam,2009.0,74.60558537,2720.686312
Vietnam,2010.0,74.8282439,2875.07255
Vanuatu,2002.0,68.30146341,3330.147133
Vanuatu,2003.0,68.6542439,3361.028133
Vanuatu,2004.0,68.99356098,3416.247672
Vanuatu,2005.0,69.32090244,3500.014905
Vanuatu,2006.0,69.63778049,3660.720687
Vanuatu,2007.0,69.94465854,3800.430552
Vanuatu,2008.0,70.24358537,3934.816955
Vanuatu,2009.0,70.53502439,3970.520892
Vanuatu,2010.0,70.8194878,3991.48361
Vanuatu,2011.0,71.0975122,4061.962833
West Bank and Gaza,2002.0,71.26063415,2283.685803
West Bank and Gaza,2003.0,71.42387805,2340.473553
West Bank and Gaza,2004.0,71.58558537,2401.516389
West Bank and Gaza,2005.0,71.74926829,2465.097407
Samoa,2002.0,70.13582927,3383.590691
Samoa,2003.0,70.43960976,3531.858884
Samoa,2004.0,70.73239024,3689.615038
Samoa,2005.0,71.01570732,3831.106528
Samoa,2006.0,71.29053659,3895.817482
Samoa,2007.0,71.55636585,4136.792062
Samoa,2008.0,71.81370732,3972.230071
Samoa,2009.0,72.06356098,3891.098542
Samoa,2010.0,72.30639024,3942.977632
Samoa,2011.0,72.5432439,4008.418035
"Yemen, Rep.",2002.0,60.90685366,2152.586255
"Yemen, Rep.",2003.0,61.51195122,2165.645205
"Yemen, Rep.",2004.0,62.09543902,2183.497033
"Yemen, Rep.",2005.0,62.64931707,2236.082482
"Yemen, Rep.",2006.0,63.17060976,2237.681128
"Yemen, Rep.",2007.0,63.66534146,2242.959198
"Yemen, Rep.",2008.0,64.13956098,2254.944668
"Yemen, Rep.",2009.0,64.5937561,2271.688335
"Yemen, Rep.",2010.0,65.03046341,2372.981531
"Yemen, Rep.",2011.0,65.45165854,2060.28329
South Africa,2002.0,52.79241463,7863.89859
South Africa,2003.0,52.01343902,7993.428939
South Africa,2004.0,51.4252439,8259.298685
South Africa,2005.0,51.05968293,8596.830871
South Africa,2006.0,50.92965854,8977.294238
South Africa,2007.0,51.00365854,9371.986458
South Africa,2008.0,51.24021951,9604.491043
South Africa,2009.0,51.61131707,9355.766544
South Africa,2010.0,52.0814878,9496.878744
"Congo, Dem. Rep.",2002.0,46.25380488,249.1772858
"Congo, Dem. Rep.",2003.0,46.5412439,255.7780598
"Congo, Dem. Rep.",2004.0,46.78702439,264.6569006
"Congo, Dem. Rep.",2005.0,46.99168293,276.993508
"Congo, Dem. Rep.",2006.0,47.1687561,284.1981292
"Congo, Dem. Rep.",2007.0,47.34929268,293.6157917
"Congo, Dem. Rep.",2008.0,47.55734146,303.1930533
"Congo, Dem. Rep.",2009.0,47.79692683,303.3884434
"Congo, Dem. Rep.",2010.0,48.06958537,316.4715241
"Congo, Dem. Rep.",2011.0,48.36931707,329.2991907
Zambia,2002.0,42.34253659,1063.529263
Zambia,2003.0,42.85856098,1092.754426
Zambia,2004.0,43.55495122,1125.400818
Zambia,2005.0,44.38436585,1157.593472
Zambia,2006.0,45.2885122,1199.543681
Zambia,2007.0,46.19763415,1241.579996
Zambia,2008.0,47.05243902,1277.75668
Zambia,2009.0,47.81453659,1322.799999
Zambia,2010.0,48.4554878,1401.149955
Zambia,2011.0,48.96882927,1423.449411
