station_name,date,count
PLAYLAND-BEACH 98TH STREET,2010-10-01,1781
SEASIDE BEACH-105TH STREET,2010-10-01,712
ROCKAWAY PARK-BEACH 116TH,2010-10-01,2887
DITMAS AVE-MCDONALD AVE,2010-10-01,23629
AVENUE I-MCDONALD AVENUE,2010-10-01,10380
MCDONALD AVE-22ND AVE,2010-10-01,6021
AVENUE N-MCDONALD AVENUE,2010-10-01,16477
AVENUE P-MCDONALD AVENUE,2010-10-01,14745
AVENUE U-MCDONALD AVENUE,2010-10-01,12448
NEPTUNE AVE-MCDONALD AVENUE,2010-10-01,9190
MIDDLETOWN ROAD-WESTCHESTER,2010-10-01,8137
BUHRE AVE-WESTCHESTER AVE,2010-10-01,13524
PELHAM BAY PARK-BRUCKNER BL,2010-10-01,21204
PELHAM PKWY-ESPLANADE,2010-10-01,14315
DYRE AVENUE-LIGHT STREET,2010-10-01,20881
CHAUNCEY STREET-ROCKAWAY AV,2010-10-01,15243
ALABAMA AVENUE-FULTON ST,2010-10-01,10713
VAN SICLEN AVENUE-FULTON ST,2010-10-01,13680
CLEVELAND STREET-FULTON ST,2010-10-01,16514
NORWOOD AVENUE-FULTON ST,2010-10-01,17631
CRESCENT STREET-FULTON ST,2010-10-01,24388
RALPH AVENUE-FULTON STREET,2010-10-01,24046
ROCKAWAY AVE-HOPKINSON AVE,2010-10-01,23466
LIBERTY AVE-PENNSYLVANIA AV,2010-10-01,11990
VAN SICLEN AVE-PITKIN AVE,2010-10-01,14501
SHEPERD AVE-PITKIN AVE,2010-10-01,15236
170TH STREET-GRAND CONC.,2010-10-01,30999
238TH ST-WHITE PLAINS ROAD,2010-10-01,15193
138TH STREET-3RD AVE,2010-10-01,36927
BROOK AVENUE-138TH STREET,2010-10-01,32301
CYPRESS AVENUE-138TH STREET,2010-10-01,20493
EAST 143RD ST-SOUTHERN BLVD,2010-10-01,4393
EAST 149TH ST-SOUTHERN BLVD,2010-10-01,22256
LONGWOOD AVE-SOUTHERN BLVD,2010-10-01,17184
WINTHROP ST-NOSTRAND AVE,2010-10-01,37243
72ND STREET & BROADWAY,2010-10-01,228895
23RD STREET-6TH AVENUE,2010-10-01,65424
PROSPECT AVE-4TH AVE,2010-10-01,5152
25TH STREET-4TH AVENUE,2010-10-01,4422
HOYT STREET-FULTON STREET,2010-10-01,10574
MARCY AVENUE-BROADWAY,2010-10-01,60361
BROADWAY LAFAYETTE-BLEECKER,2010-10-01,132877
CANAL STREET-BROADWAY,2010-10-01,86632
CANAL ST-LAFAYETTE ST EAST,2010-10-01,136108
RI TRAMWAY (ROOSEVELT),2010-10-01,1
AIRTRAIN @ HOWARD BEACH,2010-10-01,38736
AIRTRAIN JAMAICA CENTER 1,2010-10-01,75947
PA-PATH WORLD TRADE CNTR,2010-10-01,100699
PA-PATH THIRTY THIRD ST,2010-10-01,88648
PA-PATH TWENTY THIRD ST,2010-10-01,17985
PA-PATH EXCHANGE PLACE,2010-10-01,34508
PA-PATH HARRISON,2010-10-01,15891
PA-PATH 14TH STREET,2010-10-01,26253
PA-PATH PAVONIA/NEWPORT,2010-10-01,36345
PA-PATH 9TH STREET,2010-10-01,13957
PA-PATH CHRISTOPHER ST,2010-10-01,12903
PA-PATH NEWARK,2010-10-01,71136
PA-PATH HOBOKEN,2010-10-01,75301
PA-PATH GROVE ST,2010-10-01,36226
PA-PATH JOURNAL SQUARE,2010-10-01,54998
WHITEHALL STREET,2010-10-08,128274
FULTON ST & BROADWAY NASSAU,2010-10-08,41197
CYPRESS HILLS,2010-10-08,7487
75TH STREET & ELDERTS LANE,2010-10-08,17895
85TH STREET & FOREST PKWAY,2010-10-08,20464
WOODHAVEN BOULEVARD,2010-10-08,22915
104TH STREET,2010-10-08,14225
111TH STREET,2010-10-08,12718
121ST STREET,2010-10-08,11748
42ND STREET & 8TH AVENUE,2010-10-08,155442
42ND STREET & 8TH AVENUE,2010-10-08,363829
34TH STREET & 8TH AVENUE,2010-10-08,366314
34TH STREET & 8TH AVENUE,2010-10-08,108441
FULTON STREET,2010-10-08,199181
FIFTH AVENUE,2010-10-08,125799
LEXINGTON AVENUE,2010-10-08,43616
LEXINGTON AVENUE,2010-10-08,181923
ROOSEVELT AVE/JACKSON HTS,2010-10-08,286020
179TH STREET & HILLSIDE AVE,2010-10-08,94434
47-50 STREETS/ROCKEFELLER,2010-10-08,318293
42ND STREET & 6TH AVENUE,2010-10-08,210576
34TH STREET & 6TH AVENUE,2010-10-08,414963
34TH STREET & 6TH AVENUE,2010-10-08,294816
SUTPHIN BOULEVARD,2010-10-08,111325
JAMAICA CENTER-PARSONS BLVD,2010-10-08,175079
WALL STREET,2010-10-08,139697
FULTON & WILLIAM STREETS,2010-10-08,119959
PARK PLACE,2010-10-08,302782
CHAMBERS STREET,2010-10-08,133241
34TH STREET & 7TH AVENUE,2010-10-08,196654
42ND STREET/TIMES SQUARE,2010-10-08,190192
42ND STREET/TIMES SQUARE,2010-10-08,389362
125TH STREET & BROADWAY,2010-10-08,41492
168TH STREET & BROADWAY,2010-10-08,142326
DYCKMAN STREET,2010-10-08,31747
207TH STREET,2010-10-08,23145
215TH STREET,2010-10-08,9200
225TH STREET,2010-10-08,23873
231ST STREET,2010-10-08,35677
BOWLING GREEN & BATTERY PL,2010-10-08,112575
BOWLING GREEN & BROADWAY,2010-10-08,29942
WALL STREET,2010-10-08,129631
BROOKLYN BRIDGE,2010-10-08,215750
42ND STREET & GRAND CENTRAL,2010-10-08,132809
42ND STREET & GRAND CENTRAL,2010-10-08,396066
42ND STREET & GRAND CENTRAL,2010-10-08,229977
42ND STREET & 3RD AVENUE,2010-10-08,62597
51ST STREET & LEXINGTON AVE,2010-10-08,132018
59TH STREET & LEXINGTON AVE,2010-10-08,157833
59TH STREET & LEXINGTON AVE,2010-10-08,201995
WOODLAWN ROAD,2010-10-08,32571
149TH STREET & 3RD AVENUE,2010-10-08,116175
FIFTH AVENUE & 42ND STREET,2010-10-08,62849
MAIN STREET,2010-10-08,285473
NEVINS STREET,2010-10-08,68930
ATLANTIC AVENUE,2010-10-08,195317
BERGEN STREET,2010-10-08,25189
GRAND ARMY PLAZA,2010-10-08,45005
EASTERN PARKWAY,2010-10-08,29974
NOSTRAND AVENUE,2010-10-08,22606
UTICA AVENUE,2010-10-08,138181
SUTTER AVENUE,2010-10-08,39343
SARATOGA AVENUE,2010-10-08,29668
ROCKWAY AVENUE,2010-10-08,29577
JUNIUS STREET,2010-10-08,11626
PENNSYLVANIA AVENUE,2010-10-08,28683
VAN SICLEN AVENUE,2010-10-08,17138
NEW LOTS AVENUE,2010-10-08,29957
ST GEORGE TERMINAL,2010-10-08,54556
FIFTH AVENUE & 60TH STREET,2010-10-08,107660
57TH STREET & 7TH AVENUE,2010-10-08,172866
49TH STREET & 7TH AVENUE,2010-10-08,153892
28TH STREET & BROADWAY,2010-10-08,60801
23RD STREET & 5TH AVENUE,2010-10-08,127508
59TH STREET/COLUMBUS CIRCLE,2010-10-08,411669
8TH STREET & BROADWAY,2010-10-08,113425
PRINCE STREET & BROADWAY,2010-10-08,99978
CITY HALL,2010-10-08,54400
CORTLANDT STREET,2010-10-08,22229
JAY ST-METROTECH,2010-10-08,28955
39TH AVENUE & 31ST STREET,2010-10-08,17213
36TH AVENUE & 31ST STREET,2010-10-08,43966
BROADWAY & 31ST STREET,2010-10-08,76815
30TH AVENUE & 31ST STREET,2010-10-08,84813
ASTORIA BLVD & 31ST STREET,2010-10-08,69323
DITMARS BLVD & 31ST STREET,2010-10-08,94367
82ND STREET-JACKSON HEIGHTS,2010-10-08,91269
JUNCTION BLVD-ROOSEVELT AVE,2010-10-08,129093
CHURCH AVENUE,2010-10-08,79058
DEKALB AVENUE,2010-10-08,91650
METROPOLITAN AVENUE,2010-10-08,17918
145TH STREET,2010-10-08,129237
125TH STREET,2010-10-08,145919
BROADWAY-EAST NEW YORK,2010-10-08,42436
167TH ST-GRAND CONCOURSE,2010-10-08,49826
14TH STREET & 7TH AVENUE,2010-10-08,142184
CASTLE HILL AVENUE,2010-10-08,46549
WESTCHESTER SQUARE,2010-10-08,26720
BOROUGH HALL - COURT STREET,2010-10-08,221344
CHURCH AVENUE & NOSTRAND AV,2010-10-08,50040
FLATBUSH AVE & NOSTRAND AV,2010-10-08,104481
23RD STREET & 8TH AVENUE,2010-10-08,123162
FORDHAM RD/GRAND CONCOURSE,2010-10-08,62822
SEVENTH AVENUE & WEST 53RD,2010-10-08,79898
PARSONS BLVD & HILLSIDE AV,2010-10-08,30249
169TH STREET & HILLSIDE AVE,2010-10-08,46073
50TH STREET & 7TH AVENUE,2010-10-08,141930
242ND STREET & BROADWAY,2010-10-08,23595
CANAL STREET,2010-10-08,66780
FORDHAM ROAD & JEROME AVE,2010-10-08,67671
MORRISON AVE & WESTCHESTER,2010-10-08,28014
QUEENSBORO PLAZA,2010-10-08,48727
90TH STREET/ELMHURST AVENUE,2010-10-08,97337
FRANKLIN AVE/EASTERN PKWY,2010-10-08,70566
KINGSTON AVE/EASTERN PKWY,2010-10-08,29263
BROAD STREET & WALL STREET,2010-10-08,28621
175TH STREET/FT WASHINGTON,2010-10-08,72513
JAY ST-METROTECH,2010-10-08,176868
SUTPHIN BLVD-HILLSIDE AVE,2010-10-08,26279
BERGEN STREET-SMITH STREET,2010-10-08,64131
KINGS HIGHWAY-MCDONALD AVE,2010-10-08,18986
23RD STREET-PARK AVE SOUTH,2010-10-08,184816
125TH STREET-LEXINGTON AVE,2010-10-08,155932
MOSHOLU PARKWAY-JEROME AVE,2010-10-08,48224
HUNTERS PT AVE-49TH AVE,2010-10-08,32016
NEWKIRK AVE-NOSTRAND AVE,2010-10-08,40670
SHEEPSHEAD BAY ROAD,2010-10-08,77132
MYRTLE AVE-GATES AVENUE,2010-10-08,85128
WEST 4TH ST-WASHINGTON SQ,2010-10-08,243226
CANAL STREET-LISPENARD ST,2010-10-08,109098
QUEENS PLAZA-JACKSON AVE,2010-10-08,43716
71ST AVE-CONTINENTAL AVE,2010-10-08,139575
ESSEX ST-DELANCEY ST,2010-10-08,123107
28TH STREET-PARK AVE SOUTH,2010-10-08,130441
96TH STREET-LEXINGTON AVE,2010-10-08,142439
241TH ST-WHITE PLAINS RD,2010-10-08,25707
HUNTS PT AVE-SOUTHERN BLVD,2010-10-08,50361
61ST STREET-ROOSEVELT AVE,2010-10-08,98518
PARKSIDE AVE-OCEAN AVE,2010-10-08,37029
NEWKIRK AVE-EAST 16TH ST,2010-10-08,54212
AVENUE U-EAST 16TH STREET,2010-10-08,19102
STILLWELL AVE-CONEY ISLAND,2010-10-08,60204
ROCKAWAY PKWY-GLENWOOD RD,2010-10-08,59781
UTICA AVE-STUYVESANT AVE,2010-10-08,69480
TREMONT AVE-179TH ST,2010-10-08,45556
KINGSBRIDGE RD-196TH ST,2010-10-08,39388
BEDFORD PARK BLVD-203RD ST,2010-10-08,32268
205TH ST-BAINBRIDGE AVE,2010-10-08,40082
UNION TURNPIKE-KEW GARDENS,2010-10-08,121006
116TH STREET-COLUMBIA,2010-10-08,108415
ASTOR PLACE-4 AVENUE,2010-10-08,113077
KINGSBRIDGE RD-JEROME AVE,2010-10-08,52874
ELDER AVE-WESTCHESTER AVE,2010-10-08,36600
14TH STREET-6TH AVENUE,2010-10-08,144390
66TH STREET-BROADWAY,2010-10-08,123748
TOMPKINSVILLE,2010-10-08,4038
79TH STREET-BROADWAY,2010-10-08,95605
86TH STREET-BROADWAY,2010-10-08,109567
96TH STREET-BROADWAY,2010-10-08,216150
137TH STREET-BROADWAY,2010-10-08,86147
14TH STREET-UNION SQUARE,2010-10-08,656533
7TH AVENUE-PARK PLACE,2010-10-08,57976
BRIGHTON BEACH-CONEY ISLAND,2010-10-08,70579
207TH STREET-BROADWAY,2010-10-08,64237
181ST STREET-FT WASH AVE,2010-10-08,61331
8TH AVENUE-14TH STREET,2010-10-08,225922
33RD STREET-PARK AVENUE,2010-10-08,176158
68TH STREET-HUNTER COLLEGE,2010-10-08,211180
77TH STREET-LEXINGTON AVE,2010-10-08,209879
86TH STREET-LEXINGTON AVE,2010-10-08,361109
103RD STREET-LEXINGTON AVE,2010-10-08,87232
110TH STREET-LEXINGTON AVE,2010-10-08,67728
116TH STREET-LEXINGTON AVE,2010-10-08,89440
BEDFORD PARK BLVD-JEROME AV,2010-10-08,28185
CORTELYOU RD-EAST 16TH ST,2010-10-08,38263
DYCKMAN STREET-BROADWAY,2010-10-08,39902
86TH ST-CENTRAL PARK WEST,2010-10-08,57823
81ST STREET-MUSEUM,2010-10-08,65751
50TH STREET-8TH AVENUE,2010-10-08,95697
CHRISTOPHER ST-SHERIDAN SQ,2010-10-08,63075
23RD STREET-7TH AVENUE,2010-10-08,84479
103RD STREET-BROADWAY,2010-10-08,78611
110TH STREET-BROADWAY,2010-10-08,82255
157TH STREET-BROADWAY,2010-10-08,55598
BLEECKER ST-LAFAYETTE ST,2010-10-08,85707
161ST STREET-YANKEE STADIUM,2010-10-08,117753
PROSPECT PARK-EMPIRE BLVD,2010-10-08,50660
36TH STREET-4TH AVENUE,2010-10-08,62770
NOSTRAND AVE-FULTON ST,2010-10-08,88385
KINGSTON AVE-THROOP AVE,2010-10-08,27442
EUCLID AVE-PITKIN AVE,2010-10-08,49591
WOODHAVEN BLVD-QUEENS BLVD,2010-10-08,118648
63RD DRIVE-REGO PARK,2010-10-08,89824
23RD STREET-6TH AVENUE,2010-10-08,84350
CHURCH AVE-MCDONALD AVE,2010-10-08,53960
149TH ST-GRAND CONCOURSE,2010-10-08,71060
125TH STREET-LENOX AVENUE,2010-10-08,77324
135TH STREET-LENOX AVENUE,2010-10-08,72790
103RD ST-ROOSEVELT AVE,2010-10-08,100005
STERLING ST-NOSTRAND AVE,2010-10-08,31244
BEVERLY RD-NOSTRAND AVE,2010-10-08,21742
KINGS HIGHWAY-EAST 16TH ST,2010-10-08,95288
59TH STREET-4TH AVENUE,2010-10-08,66380
BAY RIDGE AVE-4TH AVENUE,2010-10-08,42933
77TH STREET-4TH AVENUE,2010-10-08,29310
86TH STREET-4TH AVENUE,2010-10-08,51569
BAY RIDGE - 95TH STREET,2010-10-08,32212
HOYT ST-SCHERMERHORN ST,2010-10-08,55567
ELMHURST AVE-BROADWAY,2010-10-08,79786
67TH AVENUE-QUEENS BLVD,2010-10-08,51142
CARROLL ST-PRESIDENT ST,2010-10-08,60921
167TH STREET-RIVER AVENUE,2010-10-08,50155
177TH STREET-PARKCHESTER,2010-10-08,44550
46TH ST-BLISS ST,2010-10-08,87310
CLARK STREET-HENRY STREET,2010-10-08,36365
HOYT STREET-HOYT STREET,2010-10-08,22802
GUN HILL ROAD-SEYMOUR,2010-10-08,28923
RECTOR STREET-CHURCH STREET,2010-10-08,46826
AVENUE J-EAST 16TH STREET,2010-10-08,35699
AVENUE M-EAST 16TH STREET,2010-10-08,19738
NECK ROAD-EAST 16TH STREET,2010-10-08,12938
UNION STREET-4TH AVENUE,2010-10-08,40661
45TH STREET-4TH AVENUE,2010-10-08,39960
53RD STREET-4TH AVENUE,2010-10-08,40789
50TH STREET-NEW UTRECHT AVE,2010-10-08,16489
BEDFORD AVE-NORTH 7TH ST,2010-10-08,142080
DEKALB AVE-WYCKOFF AVE,2010-10-08,47662
182ND STREET-183RD STREET,2010-10-08,25695
STEINWAY ST-BROADWAY,2010-10-08,82441
GREENPOINT AVE,2010-10-08,45173
GRAND ST-CHRISTIE ST,2010-10-08,144590
15TH ST-PROSPECT PARK WEST,2010-10-08,35909
18TH AVE-MCDONALD AVE,2010-10-08,22963
170TH STREET-JEROME AVENUE,2010-10-08,50241
BURNSIDE AVE-JEROME AVE,2010-10-08,62985
ST LAWRENCE AVE-WEST AVE,2010-10-08,36851
PROSPECT AVENUE-4TH AVENUE,2010-10-08,28286
55TH ST-NEW UTRECHT AVE,2010-10-08,10658
1ST AVENUE-14TH STREET,2010-10-08,126144
GRAHAM AVE-METROPOLITAN AVE,2010-10-08,46468
GRAND ST-BUSHWICK AVE,2010-10-08,25917
96TH ST-CENTRAL PARK WEST,2010-10-08,49632
HIGH ST-CADMAN PLAZA WEST,2010-10-08,39999
174TH-175TH ST-GRAND CONCOU,2010-10-08,25450
GRAND AVE-QUEENS BOULEVARD,2010-10-08,94979
VAN WYCK BLVD-MAIN STREET,2010-10-08,30553
NASSAU AVE-MANHATTAN AVE,2010-10-08,40870
EAST BROADWAY-MADISON ST,2010-10-08,71486
4TH AVENUE-9TH STREET,2010-10-08,67430
ROOSEVELT ISLAND,2010-10-08,54329
181ST STREET-ST NICHOLAS AV,2010-10-08,43900
40TH STREET-LOWERY STREET,2010-10-08,62815
BEVERLEY ROAD -EAST 15TH ST,2010-10-08,19713
AVENUE H-EAST 16TH STREET,2010-10-08,7926
OCEAN PKWAY-BRIGHTON BCH AV,2010-10-08,17206
MONTROSE AVENUE,2010-10-08,27546
HALSEY STREET-WYCKOFF AVE,2010-10-08,35098
46TH STREET-BROADWAY,2010-10-08,53851
METROPOLITAN AVE-LORIMER ST,2010-10-08,113837
BEDFORD AVENUE-NOSTRAND AVE,2010-10-08,34565
SMITH STREET-9TH STREET,2010-10-08,27248
AVENUE X-MCDONALD AVENUE,2010-10-08,14970
28TH STREET-7TH AVENUE,2010-10-08,79140
145TH STREET-BROADWAY,2010-10-08,52019
191ST STREET-ST NICHOLAS AV,2010-10-08,32253
183RD STREET-JEROME AVENUE,2010-10-08,34022
JACKSON AVENUE-VERNON BLVD,2010-10-08,59936
PRESIDENT ST-NOSTRAND AVE,2010-10-08,21287
25TH STREET-4TH AVENUE,2010-10-08,17847
JEFFERSON STREET-WYCKOFF AV,2010-10-08,25359
190TH STREET-OVERLOOK TERR,2010-10-08,30514
72ND STREET-CENTRAL PK WEST,2010-10-08,52851
SPRING STREET-6TH AVENUE,2010-10-08,63203
LAFAYETTE AVENUE-FULTON ST,2010-10-08,28866
CLINTON AVENUE-FULTON ST,2010-10-08,32361
MOTT AVENUE-BEACH 22ND ST,2010-10-08,20659
MYRTLE AVENUE-MARCY AVENUE,2010-10-08,22517
CLASSON AVENUE-LAFAYETTE AV,2010-10-08,22997
7TH AVENUE-9TH STREET,2010-10-08,65050
FT HAMILTON PKY-GREENWOOD,2010-10-08,29272
HOUSTON STREET-VARICK ST,2010-10-08,77499
33RD STREET-QUEENS BLVD,2010-10-08,78333
BAYCHESTER AVE-TILLOTSON,2010-10-08,18012
34TH STREET - PENN STATION,2010-10-08,307449
MORGAN AVENUE-HARRISON PL,2010-10-08,29886
WILSON AVENUE-MOFFAT STREET,2010-10-08,18380
163RD ST & AMSTERDAM AVE,2010-10-08,21409
FRANKLIN AVENUE-FULTON ST,2010-10-08,31983
NORTHERN BLVD-BROADWAY,2010-10-08,38151
BROADWAY - UNION AVENUE,2010-10-08,17041
2ND AVENUE-HOUSTON STREET,2010-10-08,101660
YORK STREET-JAY STREET,2010-10-08,40326
57TH STREET-6TH AVENUE,2010-10-08,87862
21ST STREET-QUEENSBRIDGE,2010-10-08,45134
RECTOR STREET-GREENWICH ST,2010-10-08,39870
238TH STREET-BROADWAY,2010-10-08,16570
138TH ST-GRAND CONCOURSE,2010-10-08,16654
MT EDEN AVENUE-JEROME AVE,2010-10-08,32183
176TH STREET-JEROME AVENUE,2010-10-08,26891
111TH STREET-ROOSEVELT AVE,2010-10-08,61421
BOWERY STREET-DELANCEY ST,2010-10-08,18541
WEST 6TH STREET-SURF AVENUE,2010-10-08,11607
BUSHWICK AVENUE-ABERDEEN ST,2010-10-08,6407
103RD ST-CENTRAL PARK WEST,2010-10-08,28677
155TH STREET-8TH AVENUE,2010-10-08,21004
FLUSHING AVENUE-MARCY AVE,2010-10-08,10244
LAFAYETTE AV-WASHINGTON AV,2010-10-08,32147
FULTON STREET-LAFAYETTE AV,2010-10-08,19951
63RD STREET-LEXINGTON AVE,2010-10-08,92826
CANAL STREET-VARICK STREET,2010-10-08,33019
18TH STREET-7TH AVENUE,2010-10-08,47092
SPRING STREET-LAFAYETTE ST,2010-10-08,72714
111TH STREET-LENOX AVENUE,2010-10-08,44761
116TH STREET-LENOX AVENUE,2010-10-08,57091
WHITLOCK AVE-WESTCHESTER AV,2010-10-08,5755
ZEREGA AVE-WESTCHESTER AVE,2010-10-08,14336
52ND STREET-ROOSEVELT AVE,2010-10-08,40397
WILLETS PT BLVD-ROOSEVELT,2010-10-08,23529
MORRIS PARK-PAULDING AVENUE,2010-10-08,10647
3RD AVENUE-14TH STREET,2010-10-08,38363
155TH STREET-ST NICHOLAS AV,2010-10-08,13695
135TH STREET-ST NICHOLAS AV,2010-10-08,26158
116TH STREET-8TH AVENUE,2010-10-08,33979
110TH STREET-8TH AVENUE,2010-10-08,40628
GASTON AVENUE-BEACH 67TH ST,2010-10-08,2560
STRAITON AVE-BEACH 60TH ST,2010-10-08,15107
FRANK AVENUE-BEACH 44TH ST,2010-10-08,664
EDGEMERE-BEACH 36TH STREET,2010-10-08,7535
36TH STREET-NORTHERN BLVD,2010-10-08,21715
65TH STREET-BROADWAY,2010-10-08,19720
75TH AVENUE-QUEENS BLVD,2010-10-08,22598
VAN WYCK BLVD-METROPOLITAN,2010-10-08,25802
FRANKLIN STREET-WEST BWAY,2010-10-08,34063
145TH STREET-LENOX AVENUE,2010-10-08,15218
148TH STREET-LENOX AVENUE,2010-10-08,16803
45TH ROAD-COURT HOUSE SQ,2010-10-08,38342
69TH STREET-ROOSEVELT AVE,2010-10-08,31295
ATLANTIC AV-VAN SINDEREN AV,2010-10-08,7251
SUTTER AVE-VAN SINDEREN AVE,2010-10-08,21409
LIVONIA AVE-VAN SINDEREN AV,2010-10-08,12774
HEWES STREET-BROADWAY,2010-10-08,15140
LORIMER STREET-BROADWAY,2010-10-08,26235
104TH STREET-LIBERTY AVENUE,2010-10-08,9420
109TH STREET-LIBERTY AVENUE,2010-10-08,14006
LEFFERTS BLVD-LIBERTY AVE,2010-10-08,38170
NORTH CONDUIT AVE-COHANCEY,2010-10-08,4501
BEACH 25TH STREET-WAVECREST,2010-10-08,2487
23RD STREET-ELY AVENUE,2010-10-08,84082
21ST STREET-JACKSON AVENUE,2010-10-08,6422
PELHAM PKWY-WHITE PLAINS RD,2010-10-08,45573
ALLERTON AV-WHITE PLAINS RD,2010-10-08,28764
BURKE AVE-WHITE PLAINS ROAD,2010-10-08,19118
GUNHILL RD-WHITE PLAINS RD,2010-10-08,32534
219TH ST-WHITE PLAINS ROAD,2010-10-08,17688
225TH ST-WHITE PLAINS ROAD,2010-10-08,21817
233RD ST-WHITE PLAINS ROAD,2010-10-08,27363
9TH AVENUE-39TH STREET,2010-10-08,32687
FORT HAMILTON PKWY-45TH ST,2010-10-08,20239
71ST STREET-NEW UTRECHT AVE,2010-10-08,24184
79TH STREET-17TH AVENUE,2010-10-08,29755
18TH AVENUE-86TH STREET,2010-10-08,30857
20TH AVENUE-86TH STREET,2010-10-08,25237
BAY PARKWAY-86TH STREET,2010-10-08,36501
NEW LOTS AV-VAN SINDEREN AV,2010-10-08,18875
EAST 105TH ST-FARRAGUT ROAD,2010-10-08,19030
FLUSHING AVE-BROADWAY,2010-10-08,47625
MYRTLE AVENUE-BROADWAY,2010-10-08,53257
KOSCIUSKO STREET-BROADWAY,2010-10-08,24404
GATES AVENUE-BROADWAY,2010-10-08,30882
HALSEY STREET-BROADWAY,2010-10-08,30174
GRANT AVNUE-PITKIN AVENUE,2010-10-08,34890
HUDSON STREET-78TH STREET,2010-10-08,23798
BOYD STREET-88TH STREET,2010-10-08,15504
ROCKAWAY BLVD-LIBERTY AVE,2010-10-08,37519
174TH STREET-SOUTHERN BLVD,2010-10-08,36644
EAST TREMONT AVENUE-178 ST,2010-10-08,38648
EAST 180TH ST-MORRIS PARK,2010-10-08,29569
BRONX PARK EAST,2010-10-08,14657
8TH AVENUE-62ND STREET,2010-10-08,63245
FORT HAMILTON PARKWAY-62ND,2010-10-08,37278
18TH AVENUE-62ND STREET,2010-10-08,30049
20TH AVENUE-62ND STREET,2010-10-08,19208
BAY PARKWAY-66TH STREET,2010-10-08,37503
KINGS HIGHWAY-WEST 7TH ST,2010-10-08,29030
AVENUE U-WEST 7TH STREET,2010-10-08,20681
86TH STREET-AVENUE V,2010-10-08,12679
NEW UTRECHT AVENUE-62ND ST,2010-10-08,30825
25TH AVENUE-86TH STREET,2010-10-08,22645
BAY 50TH STREET-STILLWELL,2010-10-08,14644
CENTRAL AVE-MYRTLE AVE,2010-10-08,14923
SENECA AVENUE-PALMETTO ST,2010-10-08,13371
FOREST AVENUE-PUTNAM AVENUE,2010-10-08,20240
FRESH POND ROAD-68TH AVENUE,2010-10-08,28303
JACKSON AVENUE-WESTCHESTER,2010-10-08,27995
PROSPECT AVENUE-WESTCHESTER,2010-10-08,38716
INTERVALE 163RD STREET,2010-10-08,15226
SIMPSON ST-WESTCHESTER AVE,2010-10-08,46875
FREEMAN ST-SOUTHERN BLVD,2010-10-08,23219
PARK PLACE-FRANKLIN AVENUE,2010-10-08,13010
BOTANIC GARDEN-FRANKLIN AVE,2010-10-08,8363
KNICKERBOCKER AVE-MYRTLE AV,2010-10-08,18911
HOWARD BEACH-159TH AVE,2010-10-08,12022
BROAD CHANNEL-NOEL ROAD,2010-10-08,1675
HOLLAND-BEACH 90TH STREET,2010-10-08,5355
PLAYLAND-BEACH 98TH STREET,2010-10-08,11308
SEASIDE BEACH-105TH STREET,2010-10-08,810
ROCKAWAY PARK-BEACH 116TH,2010-10-08,3754
DITMAS AVE-MCDONALD AVE,2010-10-08,25201
AVENUE I-MCDONALD AVENUE,2010-10-08,11672
MCDONALD AVE-22ND AVE,2010-10-08,6300
AVENUE N-MCDONALD AVENUE,2010-10-08,18184
AVENUE P-MCDONALD AVENUE,2010-10-08,15747
AVENUE U-MCDONALD AVENUE,2010-10-08,12590
NEPTUNE AVE-MCDONALD AVENUE,2010-10-08,9173
MIDDLETOWN ROAD-WESTCHESTER,2010-10-08,9538
BUHRE AVE-WESTCHESTER AVE,2010-10-08,16402
PELHAM BAY PARK-BRUCKNER BL,2010-10-08,25965
PELHAM PKWY-ESPLANADE,2010-10-08,15124
DYRE AVENUE-LIGHT STREET,2010-10-08,21754
CHAUNCEY STREET-ROCKAWAY AV,2010-10-08,16105
ALABAMA AVENUE-FULTON ST,2010-10-08,11450
VAN SICLEN AVENUE-FULTON ST,2010-10-08,14527
CLEVELAND STREET-FULTON ST,2010-10-08,17508
NORWOOD AVENUE-FULTON ST,2010-10-08,18577
CRESCENT STREET-FULTON ST,2010-10-08,25403
RALPH AVENUE-FULTON STREET,2010-10-08,25182
ROCKAWAY AVE-HOPKINSON AVE,2010-10-08,24910
LIBERTY AVE-PENNSYLVANIA AV,2010-10-08,12939
VAN SICLEN AVE-PITKIN AVE,2010-10-08,15185
SHEPERD AVE-PITKIN AVE,2010-10-08,15958
170TH STREET-GRAND CONC.,2010-10-08,32366
238TH ST-WHITE PLAINS ROAD,2010-10-08,16174
138TH STREET-3RD AVE,2010-10-08,38180
BROOK AVENUE-138TH STREET,2010-10-08,33463
CYPRESS AVENUE-138TH STREET,2010-10-08,21067
EAST 143RD ST-SOUTHERN BLVD,2010-10-08,4497
EAST 149TH ST-SOUTHERN BLVD,2010-10-08,22582
LONGWOOD AVE-SOUTHERN BLVD,2010-10-08,17603
WINTHROP ST-NOSTRAND AVE,2010-10-08,38110
72ND STREET & BROADWAY,2010-10-08,226677
23RD STREET-6TH AVENUE,2010-10-08,67841
PROSPECT AVE-4TH AVE,2010-10-08,5436
25TH STREET-4TH AVENUE,2010-10-08,4702
HOYT STREET-FULTON STREET,2010-10-08,10891
MARCY AVENUE-BROADWAY,2010-10-08,64421
BROADWAY LAFAYETTE-BLEECKER,2010-10-08,131951
