station_name,date,count
WHITEHALL STREET,2010-06-04,126878
FULTON ST & BROADWAY NASSAU,2010-06-04,37306
CYPRESS HILLS,2010-06-04,6606
75TH STREET & ELDERTS LANE,2010-06-04,16378
85TH STREET & FOREST PKWAY,2010-06-04,18564
WOODHAVEN BOULEVARD,2010-06-04,19987
104TH STREET,2010-06-04,12449
111TH STREET,2010-06-04,11091
121ST STREET,2010-06-04,10482
42ND STREET & 8TH AVENUE,2010-06-04,147187
42ND STREET & 8TH AVENUE,2010-06-04,325122
34TH STREET & 8TH AVENUE,2010-06-04,316732
34TH STREET & 8TH AVENUE,2010-06-04,91846
FULTON STREET,2010-06-04,173912
FIFTH AVENUE,2010-06-04,102951
LEXINGTON AVENUE,2010-06-04,35034
LEXINGTON AVENUE,2010-06-04,148870
ROOSEVELT AVE/JACKSON HTS,2010-06-04,278219
179TH STREET & HILLSIDE AVE,2010-06-04,83707
47-50 STREETS/ROCKEFELLER,2010-06-04,267453
42ND STREET & 6TH AVENUE,2010-06-04,179285
34TH STREET & 6TH AVENUE,2010-06-04,384946
34TH STREET & 6TH AVENUE,2010-06-04,266125
SUTPHIN BOULEVARD,2010-06-04,82808
JAMAICA CENTER-PARSONS BLVD,2010-06-04,126272
WALL STREET,2010-06-04,113510
FULTON & WILLIAM STREETS,2010-06-04,106698
PARK PLACE,2010-06-04,249025
CHAMBERS STREET,2010-06-04,89854
34TH STREET & 7TH AVENUE,2010-06-04,176793
42ND STREET/TIMES SQUARE,2010-06-04,153454
42ND STREET/TIMES SQUARE,2010-06-04,383558
125TH STREET & BROADWAY,2010-06-04,41313
168TH STREET & BROADWAY,2010-06-04,116841
DYCKMAN STREET,2010-06-04,40354
207TH STREET,2010-06-04,29922
215TH STREET,2010-06-04,9452
225TH STREET,2010-06-04,30077
231ST STREET,2010-06-04,41948
BOWLING GREEN & BATTERY PL,2010-06-04,96395
BOWLING GREEN & BROADWAY,2010-06-04,34526
WALL STREET,2010-06-04,108998
BROOKLYN BRIDGE,2010-06-04,179909
42ND STREET & GRAND CENTRAL,2010-06-04,107235
42ND STREET & GRAND CENTRAL,2010-06-04,346066
42ND STREET & GRAND CENTRAL,2010-06-04,191029
42ND STREET & 3RD AVENUE,2010-06-04,52378
51ST STREET & LEXINGTON AVE,2010-06-04,114877
59TH STREET & LEXINGTON AVE,2010-06-04,134692
59TH STREET & LEXINGTON AVE,2010-06-04,178997
WOODLAWN ROAD,2010-06-04,31968
149TH STREET & 3RD AVENUE,2010-06-04,76963
FIFTH AVENUE & 42ND STREET,2010-06-04,53375
MAIN STREET,2010-06-04,260797
NEVINS STREET,2010-06-04,55423
ATLANTIC AVENUE,2010-06-04,181997
BERGEN STREET,2010-06-04,20754
GRAND ARMY PLAZA,2010-06-04,39743
EASTERN PARKWAY,2010-06-04,25988
NOSTRAND AVENUE,2010-06-04,20096
UTICA AVENUE,2010-06-04,124352
SUTTER AVENUE,2010-06-04,34699
SARATOGA AVENUE,2010-06-04,26749
ROCKWAY AVENUE,2010-06-04,26801
JUNIUS STREET,2010-06-04,10369
PENNSYLVANIA AVENUE,2010-06-04,26142
VAN SICLEN AVENUE,2010-06-04,15191
NEW LOTS AVENUE,2010-06-04,27359
ST GEORGE TERMINAL,2010-06-04,45775
FIFTH AVENUE & 60TH STREET,2010-06-04,106831
57TH STREET & 7TH AVENUE,2010-06-04,152038
49TH STREET & 7TH AVENUE,2010-06-04,140510
28TH STREET & BROADWAY,2010-06-04,51996
23RD STREET & 5TH AVENUE,2010-06-04,95016
59TH STREET/COLUMBUS CIRCLE,2010-06-04,334790
8TH STREET & BROADWAY,2010-06-04,90222
PRINCE STREET & BROADWAY,2010-06-04,88426
CITY HALL,2010-06-04,39568
CORTLANDT STREET,2010-06-04,12213
JAY ST-METROTECH,2010-06-04,17931
39TH AVENUE & 31ST STREET,2010-06-04,14816
36TH AVENUE & 31ST STREET,2010-06-04,40722
BROADWAY & 31ST STREET,2010-06-04,68529
30TH AVENUE & 31ST STREET,2010-06-04,75270
ASTORIA BLVD & 31ST STREET,2010-06-04,62254
DITMARS BLVD & 31ST STREET,2010-06-04,84395
82ND STREET-JACKSON HEIGHTS,2010-06-04,92122
JUNCTION BLVD-ROOSEVELT AVE,2010-06-04,115500
CHURCH AVENUE,2010-06-04,78886
DEKALB AVENUE,2010-06-04,73958
METROPOLITAN AVENUE,2010-06-04,16577
145TH STREET,2010-06-04,108310
125TH STREET,2010-06-04,130698
BROADWAY-EAST NEW YORK,2010-06-04,38208
167TH ST-GRAND CONCOURSE,2010-06-04,47714
14TH STREET & 7TH AVENUE,2010-06-04,120734
CASTLE HILL AVENUE,2010-06-04,32729
WESTCHESTER SQUARE,2010-06-04,23396
BOROUGH HALL - COURT STREET,2010-06-04,174324
CHURCH AVENUE & NOSTRAND AV,2010-06-04,45541
FLATBUSH AVE & NOSTRAND AV,2010-06-04,82328
23RD STREET & 8TH AVENUE,2010-06-04,112006
FORDHAM RD/GRAND CONCOURSE,2010-06-04,58448
SEVENTH AVENUE & WEST 53RD,2010-06-04,70391
PARSONS BLVD & HILLSIDE AV,2010-06-04,32163
169TH STREET & HILLSIDE AVE,2010-06-04,40382
50TH STREET & 7TH AVENUE,2010-06-04,128905
242ND STREET & BROADWAY,2010-06-04,25960
CANAL STREET,2010-06-04,68218
FORDHAM ROAD & JEROME AVE,2010-06-04,62837
MORRISON AVE & WESTCHESTER,2010-06-04,3
QUEENSBORO PLAZA,2010-06-04,41862
90TH STREET/ELMHURST AVENUE,2010-06-04,97397
FRANKLIN AVE/EASTERN PKWY,2010-06-04,58629
KINGSTON AVE/EASTERN PKWY,2010-06-04,24698
BROAD STREET & WALL STREET,2010-06-04,26885
175TH STREET/FT WASHINGTON,2010-06-04,62936
JAY ST-METROTECH,2010-06-04,124711
SUTPHIN BLVD-HILLSIDE AVE,2010-06-04,28318
BERGEN STREET-SMITH STREET,2010-06-04,54060
KINGS HIGHWAY-MCDONALD AVE,2010-06-04,16172
23RD STREET-PARK AVE SOUTH,2010-06-04,129384
125TH STREET-LEXINGTON AVE,2010-06-04,141408
MOSHOLU PARKWAY-JEROME AVE,2010-06-04,43857
HUNTERS PT AVE-49TH AVE,2010-06-04,25555
NEWKIRK AVE-NOSTRAND AVE,2010-06-04,36295
SHEEPSHEAD BAY ROAD,2010-06-04,70915
MYRTLE AVE-GATES AVENUE,2010-06-04,85652
WEST 4TH ST-WASHINGTON SQ,2010-06-04,211690
CANAL STREET-LISPENARD ST,2010-06-04,89024
QUEENS PLAZA-JACKSON AVE,2010-06-04,37826
71ST AVE-CONTINENTAL AVE,2010-06-04,124791
ESSEX ST-DELANCEY ST,2010-06-04,107358
28TH STREET-PARK AVE SOUTH,2010-06-04,110485
96TH STREET-LEXINGTON AVE,2010-06-04,115881
241TH ST-WHITE PLAINS RD,2010-06-04,21041
HUNTS PT AVE-SOUTHERN BLVD,2010-06-04,52100
61ST STREET-ROOSEVELT AVE,2010-06-04,92941
PARKSIDE AVE-OCEAN AVE,2010-06-04,35569
NEWKIRK AVE-EAST 16TH ST,2010-06-04,48002
AVENUE U-EAST 16TH STREET,2010-06-04,20012
STILLWELL AVE-CONEY ISLAND,2010-06-04,143380
ROCKAWAY PKWY-GLENWOOD RD,2010-06-04,53135
UTICA AVE-STUYVESANT AVE,2010-06-04,62856
TREMONT AVE-179TH ST,2010-06-04,42620
KINGSBRIDGE RD-196TH ST,2010-06-04,35343
BEDFORD PARK BLVD-203RD ST,2010-06-04,28716
205TH ST-BAINBRIDGE AVE,2010-06-04,38013
UNION TURNPIKE-KEW GARDENS,2010-06-04,129770
116TH STREET-COLUMBIA,2010-06-04,66084
ASTOR PLACE-4 AVENUE,2010-06-04,94642
KINGSBRIDGE RD-JEROME AVE,2010-06-04,43584
ELDER AVE-WESTCHESTER AVE,2010-06-04,52820
14TH STREET-6TH AVENUE,2010-06-04,125454
66TH STREET-BROADWAY,2010-06-04,105048
TOMPKINSVILLE,2010-06-04,3876
79TH STREET-BROADWAY,2010-06-04,89255
86TH STREET-BROADWAY,2010-06-04,98586
96TH STREET-BROADWAY,2010-06-04,190431
137TH STREET-BROADWAY,2010-06-04,68211
14TH STREET-UNION SQUARE,2010-06-04,586245
7TH AVENUE-PARK PLACE,2010-06-04,53219
BRIGHTON BEACH-CONEY ISLAND,2010-06-04,75941
207TH STREET-BROADWAY,2010-06-04,40200
181ST STREET-FT WASH AVE,2010-06-04,52900
8TH AVENUE-14TH STREET,2010-06-04,195531
33RD STREET-PARK AVENUE,2010-06-04,147388
68TH STREET-HUNTER COLLEGE,2010-06-04,149916
77TH STREET-LEXINGTON AVE,2010-06-04,180232
86TH STREET-LEXINGTON AVE,2010-06-04,316956
103RD STREET-LEXINGTON AVE,2010-06-04,78954
110TH STREET-LEXINGTON AVE,2010-06-04,60665
116TH STREET-LEXINGTON AVE,2010-06-04,80169
BEDFORD PARK BLVD-JEROME AV,2010-06-04,23144
CORTELYOU RD-EAST 16TH ST,2010-06-04,35981
DYCKMAN STREET-BROADWAY,2010-06-04,31361
86TH ST-CENTRAL PARK WEST,2010-06-04,50472
81ST STREET-MUSEUM,2010-06-04,66482
50TH STREET-8TH AVENUE,2010-06-04,90361
CHRISTOPHER ST-SHERIDAN SQ,2010-06-04,63445
23RD STREET-7TH AVENUE,2010-06-04,71368
103RD STREET-BROADWAY,2010-06-04,73241
110TH STREET-BROADWAY,2010-06-04,75645
157TH STREET-BROADWAY,2010-06-04,56377
BLEECKER ST-LAFAYETTE ST,2010-06-04,72452
161ST STREET-YANKEE STADIUM,2010-06-04,195408
PROSPECT PARK-EMPIRE BLVD,2010-06-04,49206
36TH STREET-4TH AVENUE,2010-06-04,57694
NOSTRAND AVE-FULTON ST,2010-06-04,77500
KINGSTON AVE-THROOP AVE,2010-06-04,25032
EUCLID AVE-PITKIN AVE,2010-06-04,44617
WOODHAVEN BLVD-QUEENS BLVD,2010-06-04,107654
63RD DRIVE-REGO PARK,2010-06-04,75071
23RD STREET-6TH AVENUE,2010-06-04,66091
CHURCH AVE-MCDONALD AVE,2010-06-04,48532
149TH ST-GRAND CONCOURSE,2010-06-04,85071
125TH STREET-LENOX AVENUE,2010-06-04,70731
135TH STREET-LENOX AVENUE,2010-06-04,66734
103RD ST-ROOSEVELT AVE,2010-06-04,98495
STERLING ST-NOSTRAND AVE,2010-06-04,28694
BEVERLY RD-NOSTRAND AVE,2010-06-04,19549
KINGS HIGHWAY-EAST 16TH ST,2010-06-04,88341
59TH STREET-4TH AVENUE,2010-06-04,62134
BAY RIDGE AVE-4TH AVENUE,2010-06-04,38375
77TH STREET-4TH AVENUE,2010-06-04,25325
86TH STREET-4TH AVENUE,2010-06-04,45541
BAY RIDGE - 95TH STREET,2010-06-04,28781
HOYT ST-SCHERMERHORN ST,2010-06-04,45021
ELMHURST AVE-BROADWAY,2010-06-04,60777
67TH AVENUE-QUEENS BLVD,2010-06-04,41559
CARROLL ST-PRESIDENT ST,2010-06-04,51801
167TH STREET-RIVER AVENUE,2010-06-04,46278
177TH STREET-PARKCHESTER,2010-06-04,69560
46TH ST-BLISS ST,2010-06-04,80723
CLARK STREET-HENRY STREET,2010-06-04,30063
HOYT STREET-HOYT STREET,2010-06-04,18826
GUN HILL ROAD-SEYMOUR,2010-06-04,24188
RECTOR STREET-CHURCH STREET,2010-06-04,32558
AVENUE J-EAST 16TH STREET,2010-06-04,32238
AVENUE M-EAST 16TH STREET,2010-06-04,20637
NECK ROAD-EAST 16TH STREET,2010-06-04,12136
UNION STREET-4TH AVENUE,2010-06-04,37424
45TH STREET-4TH AVENUE,2010-06-04,37223
53RD STREET-4TH AVENUE,2010-06-04,37813
50TH STREET-NEW UTRECHT AVE,2010-06-04,16506
BEDFORD AVE-NORTH 7TH ST,2010-06-04,133428
DEKALB AVE-WYCKOFF AVE,2010-06-04,56294
182ND STREET-183RD STREET,2010-06-04,24506
STEINWAY ST-BROADWAY,2010-06-04,76037
GREENPOINT AVE,2010-06-04,27823
GRAND ST-CHRISTIE ST,2010-06-04,139896
15TH ST-PROSPECT PARK WEST,2010-06-04,32243
18TH AVE-MCDONALD AVE,2010-06-04,20971
170TH STREET-JEROME AVENUE,2010-06-04,46406
BURNSIDE AVE-JEROME AVE,2010-06-04,52141
ST LAWRENCE AVE-WEST AVE,2010-06-04,26134
PROSPECT AVENUE-4TH AVENUE,2010-06-04,25469
55TH ST-NEW UTRECHT AVE,2010-06-04,10562
1ST AVENUE-14TH STREET,2010-06-04,113738
GRAHAM AVE-METROPOLITAN AVE,2010-06-04,52714
GRAND ST-BUSHWICK AVE,2010-06-04,28624
96TH ST-CENTRAL PARK WEST,2010-06-04,44266
HIGH ST-CADMAN PLAZA WEST,2010-06-04,35473
174TH-175TH ST-GRAND CONCOU,2010-06-04,24064
GRAND AVE-QUEENS BOULEVARD,2010-06-04,79047
VAN WYCK BLVD-MAIN STREET,2010-06-04,28159
NASSAU AVE-MANHATTAN AVE,2010-06-04,26346
EAST BROADWAY-MADISON ST,2010-06-04,67112
4TH AVENUE-9TH STREET,2010-06-04,60205
ROOSEVELT ISLAND,2010-06-04,47366
181ST STREET-ST NICHOLAS AV,2010-06-04,56991
40TH STREET-LOWERY STREET,2010-06-04,56415
BEVERLEY ROAD -EAST 15TH ST,2010-06-04,18214
AVENUE H-EAST 16TH STREET,2010-06-04,12582
OCEAN PKWAY-BRIGHTON BCH AV,2010-06-04,19000
MONTROSE AVENUE,2010-06-04,32476
HALSEY STREET-WYCKOFF AVE,2010-06-04,33299
46TH STREET-BROADWAY,2010-06-04,47231
METROPOLITAN AVE-LORIMER ST,2010-06-04,76235
BEDFORD AVENUE-NOSTRAND AVE,2010-06-04,34760
SMITH STREET-9TH STREET,2010-06-04,24833
AVENUE X-MCDONALD AVENUE,2010-06-04,12603
28TH STREET-7TH AVENUE,2010-06-04,62574
145TH STREET-BROADWAY,2010-06-04,53885
191ST STREET-ST NICHOLAS AV,2010-06-04,38063
183RD STREET-JEROME AVENUE,2010-06-04,32058
JACKSON AVENUE-VERNON BLVD,2010-06-04,57705
PRESIDENT ST-NOSTRAND AVE,2010-06-04,16455
25TH STREET-4TH AVENUE,2010-06-04,14997
JEFFERSON STREET-WYCKOFF AV,2010-06-04,30850
190TH STREET-OVERLOOK TERR,2010-06-04,22216
72ND STREET-CENTRAL PK WEST,2010-06-04,49922
SPRING STREET-6TH AVENUE,2010-06-04,55759
LAFAYETTE AVENUE-FULTON ST,2010-06-04,27323
CLINTON AVENUE-FULTON ST,2010-06-04,28521
MOTT AVENUE-BEACH 22ND ST,2010-06-04,20946
MYRTLE AVENUE-MARCY AVENUE,2010-06-04,13892
CLASSON AVENUE-LAFAYETTE AV,2010-06-04,18922
7TH AVENUE-9TH STREET,2010-06-04,55511
FT HAMILTON PKY-GREENWOOD,2010-06-04,25094
HOUSTON STREET-VARICK ST,2010-06-04,64074
33RD STREET-QUEENS BLVD,2010-06-04,56638
BAYCHESTER AVE-TILLOTSON,2010-06-04,14946
34TH STREET - PENN STATION,2010-06-04,275445
MORGAN AVENUE-HARRISON PL,2010-06-04,36326
WILSON AVENUE-MOFFAT STREET,2010-06-04,17707
163RD ST & AMSTERDAM AVE,2010-06-04,19574
FRANKLIN AVENUE-FULTON ST,2010-06-04,29227
NORTHERN BLVD-BROADWAY,2010-06-04,34818
BROADWAY - UNION AVENUE,2010-06-04,11426
2ND AVENUE-HOUSTON STREET,2010-06-04,98562
YORK STREET-JAY STREET,2010-06-04,35528
57TH STREET-6TH AVENUE,2010-06-04,76679
21ST STREET-QUEENSBRIDGE,2010-06-04,41457
RECTOR STREET-GREENWICH ST,2010-06-04,42331
238TH STREET-BROADWAY,2010-06-04,18560
138TH ST-GRAND CONCOURSE,2010-06-04,14457
MT EDEN AVENUE-JEROME AVE,2010-06-04,30377
176TH STREET-JEROME AVENUE,2010-06-04,22445
111TH STREET-ROOSEVELT AVE,2010-06-04,59485
BOWERY STREET-DELANCEY ST,2010-06-04,19671
WEST 6TH STREET-SURF AVENUE,2010-06-04,27331
BUSHWICK AVENUE-ABERDEEN ST,2010-06-04,6308
103RD ST-CENTRAL PARK WEST,2010-06-04,27395
155TH STREET-8TH AVENUE,2010-06-04,20245
FLUSHING AVENUE-MARCY AVE,2010-06-04,6882
LAFAYETTE AV-WASHINGTON AV,2010-06-04,21444
FULTON STREET-LAFAYETTE AV,2010-06-04,14807
63RD STREET-LEXINGTON AVE,2010-06-04,75541
CANAL STREET-VARICK STREET,2010-06-04,29310
18TH STREET-7TH AVENUE,2010-06-04,38840
SPRING STREET-LAFAYETTE ST,2010-06-04,68362
111TH STREET-LENOX AVENUE,2010-06-04,42968
116TH STREET-LENOX AVENUE,2010-06-04,54878
ZEREGA AVE-WESTCHESTER AVE,2010-06-04,12029
52ND STREET-ROOSEVELT AVE,2010-06-04,35334
WILLETS PT BLVD-ROOSEVELT,2010-06-04,25265
MORRIS PARK-PAULDING AVENUE,2010-06-04,7989
3RD AVENUE-14TH STREET,2010-06-04,33967
155TH STREET-ST NICHOLAS AV,2010-06-04,12023
135TH STREET-ST NICHOLAS AV,2010-06-04,21508
116TH STREET-8TH AVENUE,2010-06-04,29760
110TH STREET-8TH AVENUE,2010-06-04,36631
GASTON AVENUE-BEACH 67TH ST,2010-06-04,10559
STRAITON AVE-BEACH 60TH ST,2010-06-04,10212
FRANK AVENUE-BEACH 44TH ST,2010-06-04,3459
EDGEMERE-BEACH 36TH STREET,2010-06-04,3768
36TH STREET-NORTHERN BLVD,2010-06-04,17907
65TH STREET-BROADWAY,2010-06-04,18158
75TH AVENUE-QUEENS BLVD,2010-06-04,18790
VAN WYCK BLVD-METROPOLITAN,2010-06-04,16797
FRANKLIN STREET-WEST BWAY,2010-06-04,28218
145TH STREET-LENOX AVENUE,2010-06-04,14631
148TH STREET-LENOX AVENUE,2010-06-04,16005
45TH ROAD-COURT HOUSE SQ,2010-06-04,35323
69TH STREET-ROOSEVELT AVE,2010-06-04,28804
ATLANTIC AV-VAN SINDEREN AV,2010-06-04,6602
SUTTER AVE-VAN SINDEREN AVE,2010-06-04,19514
LIVONIA AVE-VAN SINDEREN AV,2010-06-04,12022
HEWES STREET-BROADWAY,2010-06-04,13174
LORIMER STREET-BROADWAY,2010-06-04,23677
104TH STREET-LIBERTY AVENUE,2010-06-04,8312
109TH STREET-LIBERTY AVENUE,2010-06-04,11929
LEFFERTS BLVD-LIBERTY AVE,2010-06-04,33935
NORTH CONDUIT AVE-COHANCEY,2010-06-04,3985
BEACH 25TH STREET-WAVECREST,2010-06-04,7906
23RD STREET-ELY AVENUE,2010-06-04,64871
21ST STREET-JACKSON AVENUE,2010-06-04,4189
PELHAM PKWY-WHITE PLAINS RD,2010-06-04,37322
ALLERTON AV-WHITE PLAINS RD,2010-06-04,24941
BURKE AVE-WHITE PLAINS ROAD,2010-06-04,15965
GUNHILL RD-WHITE PLAINS RD,2010-06-04,25412
219TH ST-WHITE PLAINS ROAD,2010-06-04,15057
225TH ST-WHITE PLAINS ROAD,2010-06-04,17763
233RD ST-WHITE PLAINS ROAD,2010-06-04,21866
9TH AVENUE-39TH STREET,2010-06-04,31444
FORT HAMILTON PKWY-45TH ST,2010-06-04,19924
71ST STREET-NEW UTRECHT AVE,2010-06-04,23039
79TH STREET-17TH AVENUE,2010-06-04,27892
18TH AVENUE-86TH STREET,2010-06-04,29326
20TH AVENUE-86TH STREET,2010-06-04,24637
BAY PARKWAY-86TH STREET,2010-06-04,33891
NEW LOTS AV-VAN SINDEREN AV,2010-06-04,17315
EAST 105TH ST-FARRAGUT ROAD,2010-06-04,16740
FLUSHING AVE-BROADWAY,2010-06-04,43087
MYRTLE AVENUE-BROADWAY,2010-06-04,46894
KOSCIUSKO STREET-BROADWAY,2010-06-04,22332
GATES AVENUE-BROADWAY,2010-06-04,27787
HALSEY STREET-BROADWAY,2010-06-04,27651
GRANT AVNUE-PITKIN AVENUE,2010-06-04,31587
HUDSON STREET-78TH STREET,2010-06-04,20572
BOYD STREET-88TH STREET,2010-06-04,13070
ROCKAWAY BLVD-LIBERTY AVE,2010-06-04,33045
174TH STREET-SOUTHERN BLVD,2010-06-04,21903
EAST TREMONT AVENUE-178 ST,2010-06-04,23923
EAST 180TH ST-MORRIS PARK,2010-06-04,26618
BRONX PARK EAST,2010-06-04,12026
8TH AVENUE-62ND STREET,2010-06-04,63851
FORT HAMILTON PARKWAY-62ND,2010-06-04,34151
18TH AVENUE-62ND STREET,2010-06-04,30171
20TH AVENUE-62ND STREET,2010-06-04,18667
BAY PARKWAY-66TH STREET,2010-06-04,36507
KINGS HIGHWAY-WEST 7TH ST,2010-06-04,28777
AVENUE U-WEST 7TH STREET,2010-06-04,21190
86TH STREET-AVENUE V,2010-06-04,12884
NEW UTRECHT AVENUE-62ND ST,2010-06-04,26353
25TH AVENUE-86TH STREET,2010-06-04,20762
BAY 50TH STREET-STILLWELL,2010-06-04,13563
CENTRAL AVE-MYRTLE AVE,2010-06-04,12477
SENECA AVENUE-PALMETTO ST,2010-06-04,11245
FOREST AVENUE-PUTNAM AVENUE,2010-06-04,17717
FRESH POND ROAD-68TH AVENUE,2010-06-04,24507
JACKSON AVENUE-WESTCHESTER,2010-06-04,17350
PROSPECT AVENUE-WESTCHESTER,2010-06-04,24324
INTERVALE 163RD STREET,2010-06-04,9183
SIMPSON ST-WESTCHESTER AVE,2010-06-04,29313
FREEMAN ST-SOUTHERN BLVD,2010-06-04,14266
PARK PLACE-FRANKLIN AVENUE,2010-06-04,11706
BOTANIC GARDEN-FRANKLIN AVE,2010-06-04,7110
KNICKERBOCKER AVE-MYRTLE AV,2010-06-04,16795
HOWARD BEACH-159TH AVE,2010-06-04,13263
BROAD CHANNEL-NOEL ROAD,2010-06-04,1624
HOLLAND-BEACH 90TH STREET,2010-06-04,6730
PLAYLAND-BEACH 98TH STREET,2010-06-04,1893
SEASIDE BEACH-105TH STREET,2010-06-04,3057
ROCKAWAY PARK-BEACH 116TH,2010-06-04,10697
DITMAS AVE-MCDONALD AVE,2010-06-04,22153
AVENUE I-MCDONALD AVENUE,2010-06-04,10562
MCDONALD AVE-22ND AVE,2010-06-04,5004
AVENUE N-MCDONALD AVENUE,2010-06-04,15327
AVENUE P-MCDONALD AVENUE,2010-06-04,13984
AVENUE U-MCDONALD AVENUE,2010-06-04,10926
NEPTUNE AVE-MCDONALD AVENUE,2010-06-04,7834
MIDDLETOWN ROAD-WESTCHESTER,2010-06-04,8260
BUHRE AVE-WESTCHESTER AVE,2010-06-04,14407
PELHAM BAY PARK-BRUCKNER BL,2010-06-04,29422
PELHAM PKWY-ESPLANADE,2010-06-04,11623
DYRE AVENUE-LIGHT STREET,2010-06-04,18042
CHAUNCEY STREET-ROCKAWAY AV,2010-06-04,14007
ALABAMA AVENUE-FULTON ST,2010-06-04,9926
VAN SICLEN AVENUE-FULTON ST,2010-06-04,13830
CLEVELAND STREET-FULTON ST,2010-06-04,16264
NORWOOD AVENUE-FULTON ST,2010-06-04,17169
CRESCENT STREET-FULTON ST,2010-06-04,23616
RALPH AVENUE-FULTON STREET,2010-06-04,23759
ROCKAWAY AVE-HOPKINSON AVE,2010-06-04,22624
LIBERTY AVE-PENNSYLVANIA AV,2010-06-04,11701
VAN SICLEN AVE-PITKIN AVE,2010-06-04,14528
SHEPERD AVE-PITKIN AVE,2010-06-04,14144
170TH STREET-GRAND CONC.,2010-06-04,29768
238TH ST-WHITE PLAINS ROAD,2010-06-04,13117
138TH STREET-3RD AVE,2010-06-04,35983
BROOK AVENUE-138TH STREET,2010-06-04,31859
CYPRESS AVENUE-138TH STREET,2010-06-04,18029
EAST 143RD ST-SOUTHERN BLVD,2010-06-04,4170
EAST 149TH ST-SOUTHERN BLVD,2010-06-04,22553
LONGWOOD AVE-SOUTHERN BLVD,2010-06-04,17636
WINTHROP ST-NOSTRAND AVE,2010-06-04,32519
72ND STREET & BROADWAY,2010-06-04,207532
23RD STREET-6TH AVENUE,2010-06-04,50177
PROSPECT AVE-4TH AVE,2010-06-04,5629
25TH STREET-4TH AVENUE,2010-06-04,5028
HOYT STREET-FULTON STREET,2010-06-04,9042
ORCHARD BEACH,2010-06-04,5831
MARCY AVENUE-BROADWAY,2010-06-04,53157
BROADWAY LAFAYETTE-BLEECKER,2010-06-04,113794
CANAL STREET-BROADWAY,2010-06-04,82269
CANAL ST-LAFAYETTE ST EAST,2010-06-04,137919
AIRTRAIN @ HOWARD BEACH,2010-06-04,39735
AIRTRAIN JAMAICA CENTER 1,2010-06-04,75200
PA-PATH WORLD TRADE CNTR,2010-06-04,90992
PA-PATH THIRTY THIRD ST,2010-06-04,83801
PA-PATH TWENTY THIRD ST,2010-06-04,15202
PA-PATH EXCHANGE PLACE,2010-06-04,31049
PA-PATH HARRISON,2010-06-04,15274
PA-PATH 14TH STREET,2010-06-04,24163
PA-PATH PAVONIA/NEWPORT,2010-06-04,35290
PA-PATH 9TH STREET,2010-06-04,12534
PA-PATH CHRISTOPHER ST,2010-06-04,12136
PA-PATH NEWARK,2010-06-04,62317
PA-PATH HOBOKEN,2010-06-04,67066
PA-PATH GROVE ST,2010-06-04,33222
PA-PATH JOURNAL SQUARE,2010-06-04,51400
WHITEHALL STREET,2010-06-11,149477
FULTON ST & BROADWAY NASSAU,2010-06-11,46464
CYPRESS HILLS,2010-06-11,6881
75TH STREET & ELDERTS LANE,2010-06-11,17408
85TH STREET & FOREST PKWAY,2010-06-11,19903
WOODHAVEN BOULEVARD,2010-06-11,20625
104TH STREET,2010-06-11,13644
111TH STREET,2010-06-11,11659
121ST STREET,2010-06-11,11030
42ND STREET & 8TH AVENUE,2010-06-11,154826
42ND STREET & 8TH AVENUE,2010-06-11,353885
34TH STREET & 8TH AVENUE,2010-06-11,344176
34TH STREET & 8TH AVENUE,2010-06-11,109039
FULTON STREET,2010-06-11,200349
FIFTH AVENUE,2010-06-11,125263
LEXINGTON AVENUE,2010-06-11,42561
LEXINGTON AVENUE,2010-06-11,178554
ROOSEVELT AVE/JACKSON HTS,2010-06-11,291724
179TH STREET & HILLSIDE AVE,2010-06-11,93179
47-50 STREETS/ROCKEFELLER,2010-06-11,311476
42ND STREET & 6TH AVENUE,2010-06-11,206837
34TH STREET & 6TH AVENUE,2010-06-11,408899
34TH STREET & 6TH AVENUE,2010-06-11,294453
SUTPHIN BOULEVARD,2010-06-11,93068
JAMAICA CENTER-PARSONS BLVD,2010-06-11,145632
WALL STREET,2010-06-11,128010
FULTON & WILLIAM STREETS,2010-06-11,116783
PARK PLACE,2010-06-11,270255
CHAMBERS STREET,2010-06-11,105898
34TH STREET & 7TH AVENUE,2010-06-11,194307
42ND STREET/TIMES SQUARE,2010-06-11,183638
42ND STREET/TIMES SQUARE,2010-06-11,401408
125TH STREET & BROADWAY,2010-06-11,43568
168TH STREET & BROADWAY,2010-06-11,128896
DYCKMAN STREET,2010-06-11,41970
207TH STREET,2010-06-11,31366
215TH STREET,2010-06-11,10956
225TH STREET,2010-06-11,31336
231ST STREET,2010-06-11,44631
BOWLING GREEN & BATTERY PL,2010-06-11,106178
BOWLING GREEN & BROADWAY,2010-06-11,31890
WALL STREET,2010-06-11,129523
BROOKLYN BRIDGE,2010-06-11,203883
42ND STREET & GRAND CENTRAL,2010-06-11,132301
42ND STREET & GRAND CENTRAL,2010-06-11,397900
42ND STREET & GRAND CENTRAL,2010-06-11,230754
42ND STREET & 3RD AVENUE,2010-06-11,63855
51ST STREET & LEXINGTON AVE,2010-06-11,133585
59TH STREET & LEXINGTON AVE,2010-06-11,150943
59TH STREET & LEXINGTON AVE,2010-06-11,199742
WOODLAWN ROAD,2010-06-11,32261
149TH STREET & 3RD AVENUE,2010-06-11,113778
